date,blk,pow_hashrate_THs
15-07-14 0:00,310927,118927.4328
18-07-14 0:00,311415,137025.0856
21-07-14 0:00,311902,128407.1557
24-07-14 0:00,312333,128407.1557
27-07-14 0:00,312783,149954.3634
30-07-14 0:00,313254,162993.8733
02-08-14 0:00,313728,157405.5119
05-08-14 0:00,314145,122943.9502
08-08-14 0:00,314627,157903.3291
11-08-14 0:00,315168,178499.4155
14-08-14 0:00,315667,166730.2233
17-08-14 0:00,316160,161826.3932
20-08-14 0:00,316713,187281.3463
23-08-14 0:00,317197,186096.0214
26-08-14 0:00,317653,196763.9462
29-08-14 0:00,318165,196763.9462
01-09-14 0:00,318671,204522.6957
04-09-14 0:00,319145,227701.9345
07-09-14 0:00,319624,223611.4806
10-09-14 0:00,320071,212703.6035
13-09-14 0:00,320576,241336.7809
16-09-14 0:00,321063,250600.6489
19-09-14 0:00,321599,240220.7404
22-09-14 0:00,322107,232806.52
25-09-14 0:00,322585,241703.5845
28-09-14 0:00,322983,239501.0072
01-10-14 0:00,323428,249839.1801
04-10-14 0:00,323866,246393.1225
07-10-14 0:00,324330,260177.3531
10-10-14 0:00,324777,276657.2683
13-10-14 0:00,325224,266217.3713
16-10-14 0:00,325655,260997.4229
19-10-14 0:00,326094,233157.6978
22-10-14 0:00,326543,297537.0621
25-10-14 0:00,327008,271906.0938
28-10-14 0:00,327430,268328.3821
31-10-14 0:00,327943,336304.9055
03-11-14 0:00,328426,277272.6615
06-11-14 0:00,328880,285462.7945
09-11-14 0:00,329333,273650.541
12-11-14 0:00,329756,265775.7052
15-11-14 0:00,330195,295306.3392
18-11-14 0:00,330643,295306.3392
21-11-14 0:00,331049,248412.3463
24-11-14 0:00,331492,310515.4329
27-11-14 0:00,331902,262435.624
30-11-14 0:00,332367,312518.7583
03-12-14 0:00,332763,242402.3702
06-12-14 0:00,333202,288373.4095
09-12-14 0:00,333633,276440.7167
12-12-14 0:00,334065,282407.0631
15-12-14 0:00,334493,304283.6666
18-12-14 0:00,334893,272641.7557
21-12-14 0:00,335296,284410.4645
24-12-14 0:00,335763,296179.1734
27-12-14 0:00,336225,313832.2367
30-12-14 0:00,336713,286371.916
02-01-15 0:00,337195,323243.6531
05-01-15 0:00,337685,339405.8358
08-01-15 0:00,338130,272736.8323
11-01-15 0:00,338572,296980.1063
14-01-15 0:00,338986,330062.3197
17-01-15 0:00,339414,299460.5152
20-01-15 0:00,339829,262301.1812
23-01-15 0:00,340237,271044.5539
26-01-15 0:00,340615,277602.0835
29-01-15 0:00,341092,348786.5672
01-02-15 0:00,341551,348786.5672
04-02-15 0:00,341996,330321.396
07-02-15 0:00,342491,352889.9386
10-02-15 0:00,342928,331483.6071
13-02-15 0:00,343351,309384.7
16-02-15 0:00,343808,349162.7328
19-02-15 0:00,344290,362422.0771
22-02-15 0:00,344741,333693.4978
25-02-15 0:00,345171,362028.0977
28-02-15 0:00,345615,313293.5461
03-03-15 0:00,346071,357386.7119
06-03-15 0:00,346491,366669.4836
09-03-15 0:00,346931,311208.0239
12-03-15 0:00,347368,313565.6604
15-03-15 0:00,347788,346572.572
18-03-15 0:00,348208,332426.7528
21-03-15 0:00,348632,337142.0259
24-03-15 0:00,349092,387831.1122
27-03-15 0:00,349573,399442.8222
30-03-15 0:00,350016,329772.5625
02-04-15 0:00,350464,341384.2724
05-04-15 0:00,350911,371157.0054
08-04-15 0:00,351314,292501.2162
11-04-15 0:00,351739,336745.0976
14-04-15 0:00,352172,388362.9593
17-04-15 0:00,352558,329371.1174
20-04-15 0:00,353003,408026.9066
23-04-15 0:00,353438,326609.2919
26-04-15 0:00,353869,352643.3659
29-04-15 0:00,354286,305308.6859
02-05-15 0:00,354715,347909.8979
05-05-15 0:00,355138,364728.3889
08-05-15 0:00,355590,350518.1919
11-05-15 0:00,356006,352886.5581
14-05-15 0:00,356472,331571.2626
17-05-15 0:00,356922,419738.3697
20-05-15 0:00,357341,344525.1358
23-05-15 0:00,357746,291148.0021
26-05-15 0:00,358177,327541.5024
29-05-15 0:00,358601,380918.6361
01-06-15 0:00,359017,332393.9691
04-06-15 0:00,359450,335928.1799
07-06-15 0:00,359915,395070.4651
10-06-15 0:00,360392,373779.2424
13-06-15 0:00,360828,373779.2424
16-06-15 0:00,361238,303837.2967
19-06-15 0:00,361699,397705.7298
22-06-15 0:00,362110,365592.8448
25-06-15 0:00,362558,395235.5079
28-06-15 0:00,362982,363122.6229
01-07-15 0:00,363402,356089.185
04-07-15 0:00,363869,380647.0598
07-07-15 0:00,364326,363456.5474
10-07-15 0:00,364774,383102.8473
13-07-15 0:00,365205,368157.8914
16-07-15 0:00,365636,345306.7119
19-07-15 0:00,366084,363079.8515
22-07-15 0:00,366521,373235.9313
25-07-15 0:00,366984,397611.6003
28-07-15 0:00,367413,369025.1454
31-07-15 0:00,367850,361228.8395
03-08-15 0:00,368313,382018.9886
06-08-15 0:00,368725,363827.6082
09-08-15 0:00,369165,353662.6557
12-08-15 0:00,369620,322225.9752
15-08-15 0:00,370046,351042.9323
18-08-15 0:00,370472,379859.8895
21-08-15 0:00,370943,403437.3998
24-08-15 0:00,371390,423446.5405
27-08-15 0:00,371823,401869.6467
30-08-15 0:00,372288,388384.0881
02-09-15 0:00,372759,415355.2053
05-09-15 0:00,373208,427538.3894
08-09-15 0:00,373640,393561.8286
11-09-15 0:00,374118,489828.7508
14-09-15 0:00,374556,450189.4299
17-09-15 0:00,375002,399224.5888
20-09-15 0:00,375402,353949.157
23-09-15 0:00,375849,442436.4463
26-09-15 0:00,376300,448335.5989
29-09-15 0:00,376766,510276.7014
02-10-15 0:00,377201,377880.2205
05-10-15 0:00,377652,447410.1811
08-10-15 0:00,378067,414156.7217
11-10-15 0:00,378499,453456.2646
14-10-15 0:00,378930,459502.3481
17-10-15 0:00,379376,396478.2309
20-10-15 0:00,379814,384372.0253
23-10-15 0:00,380255,466088.9126
26-10-15 0:00,380719,460035.8099
29-10-15 0:00,381156,458010.0135
01-11-15 0:00,381627,492051.2982
04-11-15 0:00,382090,479672.6492
07-11-15 0:00,382533,504429.9473
10-11-15 0:00,382967,442536.7022
13-11-15 0:00,383456,546646.8648
16-11-15 0:00,383931,576106.8755
19-11-15 0:00,384369,458266.8327
22-11-15 0:00,384882,569560.2064
25-11-15 0:00,385349,556720.6312
28-11-15 0:00,385812,527800.079
01-12-15 0:00,386290,694093.2545
04-12-15 0:00,386746,527800.079
07-12-15 0:00,387227,593762.3031
10-12-15 0:00,387786,770711.3338
13-12-15 0:00,388250,585897.9018
16-12-15 0:00,388791,660609.7147
19-12-15 0:00,389272,720030.5864
22-12-15 0:00,389736,654995.5657
25-12-15 0:00,390193,622478.0553
28-12-15 0:00,390720,747902.7381
31-12-15 0:00,391186,743604.4442
03-01-16 0:00,391611,769424.0429
06-01-16 0:00,392090,702293.0862
09-01-16 0:00,392561,821063.2404
12-01-16 0:00,393076,908849.8762
15-01-16 0:00,393479,693089.3552
18-01-16 0:00,393945,986102.7412
21-01-16 0:00,394367,755072.9561
24-01-16 0:00,394893,935388.8859
27-01-16 0:00,395370,918901.0182
30-01-16 0:00,395872,1056139.482
02-02-16 0:00,396394,978569.9154
05-02-16 0:00,396929,1074040.151
08-02-16 0:00,397453,1153414.864
11-02-16 0:00,397985,1375500.956
14-02-16 0:00,398478,1289532.147
17-02-16 0:00,398923,1002969.447
20-02-16 0:00,399387,1284099.851
23-02-16 0:00,399778,1097173.923
26-02-16 0:00,400191,1219082.137
29-02-16 0:00,400605,1097173.923
03-03-16 0:00,401038,1080919.495
06-03-16 0:00,401491,1094688.803
09-03-16 0:00,401946,1299450.738
12-03-16 0:00,402405,1141941.557
15-03-16 0:00,402851,1197069.77
18-03-16 0:00,403280,1135311.137
21-03-16 0:00,403701,1036588.429
24-03-16 0:00,404145,1242260.737
27-03-16 0:00,404585,1258714.521
30-03-16 0:00,405059,1308075.875
02-04-16 0:00,405475,1244135.057
05-04-16 0:00,405938,1235840.823
08-04-16 0:00,406378,1169486.954
11-04-16 0:00,406866,1252429.291
14-04-16 0:00,407342,1465554.23
17-04-16 0:00,407777,1358968.468
20-04-16 0:00,408226,1465554.23
23-04-16 0:00,408664,1279029.147
26-04-16 0:00,409074,1341204.175
29-04-16 0:00,409496,1403229.58
02-05-16 0:00,409954,1394348.38
05-05-16 0:00,410427,1385467.181
08-05-16 0:00,410907,1447635.58
11-05-16 0:00,411369,1284309.113
14-05-16 0:00,411804,1390530.167
17-05-16 0:00,412225,1361560.789
20-05-16 0:00,412647,1438812.464
23-05-16 0:00,413152,1747819.168
26-05-16 0:00,413572,1357376.357
29-05-16 0:00,413991,1456454.923
01-06-16 0:00,414405,1426731.353
04-06-16 0:00,414804,1179034.937
07-06-16 0:00,415284,1406915.64
10-06-16 0:00,415737,1403462.34
13-06-16 0:00,416200,1569148.866
16-06-16 0:00,416633,1452193.671
19-06-16 0:00,417117,1725089.126
22-06-16 0:00,417559,1343144.516
25-06-16 0:00,417990,1728387.516
28-06-16 0:00,418431,1551383.975
01-07-16 0:00,418882,1634679.759
04-07-16 0:00,419336,1601825.836
07-07-16 0:00,419758,1463920.3
10-07-16 0:00,420208,1654866.426
13-07-16 0:00,420623,1379055.355
16-07-16 0:00,421056,1665474.544
19-07-16 0:00,421481,1358434.534
22-07-16 0:00,421893,1369047.303
25-07-16 0:00,422279,1400885.613
28-07-16 0:00,422672,1453949.462
31-07-16 0:00,423092,1634366.548
03-08-16 0:00,423565,1686075.879
06-08-16 0:00,424053,1676039.713
09-08-16 0:00,424473,1254520.743
12-08-16 0:00,424923,1495388.726
15-08-16 0:00,425395,1577645.903
18-08-16 0:00,425807,1664092.254
21-08-16 0:00,426279,1761344.399
24-08-16 0:00,426736,1653286.46
27-08-16 0:00,427142,1556034.316
30-08-16 0:00,427607,1810682.895
02-09-16 0:00,428034,1678996.866
05-09-16 0:00,428479,1536337.002
08-09-16 0:00,428911,1580232.344
11-09-16 0:00,429372,1799709.059
14-09-16 0:00,429856,1751289.223
17-09-16 0:00,430312,1829872.714
20-09-16 0:00,430741,1717610.584
23-09-16 0:00,431184,1526764.964
26-09-16 0:00,431688,1834694.782
29-09-16 0:00,432146,1714780.091
02-10-16 0:00,432586,1690797.152
05-10-16 0:00,433062,2002575.351
08-10-16 0:00,433535,2171858.804
11-10-16 0:00,433958,1786321.738
14-10-16 0:00,434366,1747768.032
17-10-16 0:00,434763,1606404.441
20-10-16 0:00,435177,1722065.561
23-10-16 0:00,435634,1815470.125
26-10-16 0:00,436054,1752432.968
29-10-16 0:00,436517,1878507.282
01-11-16 0:00,436976,1815470.125
04-11-16 0:00,437380,1462462.045
07-11-16 0:00,437826,1847956.772
10-11-16 0:00,438310,2126416.012
13-11-16 0:00,438783,1809985.057
16-11-16 0:00,439282,2177044.964
19-11-16 0:00,439731,1989192.74
22-11-16 0:00,440132,1877125.543
25-11-16 0:00,440593,2129276.735
28-11-16 0:00,441054,2297377.53
01-12-16 0:00,441491,2045226.338
04-12-16 0:00,441954,2109770.131
07-12-16 0:00,442430,2494660.628
10-12-16 0:00,442854,1881686.874
13-12-16 0:00,443375,2537426.239
16-12-16 0:00,443774,2050571.629
19-12-16 0:00,444210,2343510.433
22-12-16 0:00,444666,2451435.255
25-12-16 0:00,445120,2574777.91
28-12-16 0:00,445582,2589949.671
31-12-16 0:00,446037,2337271.654
03-01-17 0:00,446516,2589949.671
06-01-17 0:00,446970,2542572.542
09-01-17 0:00,447411,2147763.141
12-01-17 0:00,447896,2897297.864
15-01-17 0:00,448385,2796813.545
18-01-17 0:00,448862,2528855.361
21-01-17 0:00,449406,3031276.956
24-01-17 0:00,449867,2910612.149
27-01-17 0:00,450341,3320832.653
30-01-17 0:00,450804,2852009.22
02-02-17 0:00,451298,3066886.627
05-02-17 0:00,451750,3336807.821
08-02-17 0:00,452172,3063987.056
11-02-17 0:00,452627,2917083.567
14-02-17 0:00,453099,3546669.948
17-02-17 0:00,453540,3168918.119
20-02-17 0:00,453973,3242870.593
23-02-17 0:00,454399,3286693.168
26-02-17 0:00,454907,3900209.227
01-03-17 0:00,455348,3155225.442
04-03-17 0:00,455788,3069265.85
07-03-17 0:00,456230,3504460.261
10-03-17 0:00,456676,3573175.168
13-03-17 0:00,457125,3321220.509
16-03-17 0:00,457576,3504460.261
19-03-17 0:00,458052,3925474.045
22-03-17 0:00,458489,3807236.875
25-03-17 0:00,458946,3145108.723
28-03-17 0:00,459399,3665352.271
31-03-17 0:00,459836,3352999.966
03-04-17 0:00,460302,4371318.475
06-04-17 0:00,460736,3651044.408
09-04-17 0:00,461194,3949088.849
12-04-17 0:00,461650,3526859.224
15-04-17 0:00,462066,3909321.047
18-04-17 0:00,462496,3779873.33
21-04-17 0:00,462944,4323553.741
24-04-17 0:00,463366,3210303.377
27-04-17 0:00,463814,3814281.634
30-04-17 0:00,464274,3918071.61
03-05-17 0:00,464714,3425069.222
06-05-17 0:00,465179,4359179.01
09-05-17 0:00,465681,4021861.587
12-05-17 0:00,466118,4286790.827
15-05-17 0:00,466610,4732171.692
18-05-17 0:00,467039,3952755.178
21-05-17 0:00,467515,4091936.698
24-05-17 0:00,467983,4562009.633
27-05-17 0:00,468467,4976737.782
30-05-17 0:00,468962,5302595.613
02-06-17 0:00,469442,4325022.12
05-06-17 0:00,469959,5533581.086
08-06-17 0:00,470440,5567322.434
11-06-17 0:00,470878,4926236.821
14-06-17 0:00,471306,4723788.732
17-06-17 0:00,471752,5129905.644
20-06-17 0:00,472186,4882255.027
23-06-17 0:00,472625,5660585.539
26-06-17 0:00,473035,5023769.665
29-06-17 0:00,473443,4245439.154
02-07-17 0:00,473949,6622798.791
05-07-17 0:00,474421,5248920.318
08-07-17 0:00,474876,5812562.768
11-07-17 0:00,475384,6094383.994
14-07-17 0:00,475857,5559049.844
17-07-17 0:00,476295,5918988.323
20-07-17 0:00,476771,6478892.624
23-07-17 0:00,477257,6878824.267
26-07-17 0:00,477730,5878995.159
29-07-17 0:00,478191,6713613.086
01-08-17 0:00,478632,6371518.151
04-08-17 0:00,479101,7654374.155
07-08-17 0:00,479571,6542565.619
10-08-17 0:00,480007,6149818.078
13-08-17 0:00,480434,6792336.385
16-08-17 0:00,480846,5966241.419
19-08-17 0:00,481325,6930018.879
22-08-17 0:00,481659,4084580.664
25-08-17 0:00,482020,4459277.508
28-08-17 0:00,482409,5695512.856
31-08-17 0:00,482889,7196655.78
03-09-17 0:00,483381,6799294.418
06-09-17 0:00,483915,7430760.766
09-09-17 0:00,484435,7751843.021
12-09-17 0:00,484935,8623352
15-09-17 0:00,485479,8256400.851
18-09-17 0:00,485951,6965995.452
21-09-17 0:00,486400,9653662.988
24-09-17 0:00,486850,7953301.894
27-09-17 0:00,487260,8063002.609
30-09-17 0:00,487744,7569349.388
03-10-17 0:00,488207,10223761.09
06-10-17 0:00,488625,8882939.962
09-10-17 0:00,489126,8994675.056
12-10-17 0:00,489578,8547734.68
15-10-17 0:00,490050,11601113.07
18-10-17 0:00,490539,8983426.015
21-10-17 0:00,491049,9102411.79
24-10-17 0:00,491569,9935312.215
27-10-17 0:00,492038,7510989.944
30-10-17 0:00,492424,10616495.4
02-11-17 0:00,492868,10833158.57
05-11-17 0:00,493258,10183169.06
08-11-17 0:00,493691,10399832.23
11-11-17 0:00,494044,5426063.163
14-11-17 0:00,494392,8681701.061
17-11-17 0:00,494863,11326906.85
20-11-17 0:00,495334,11869513.17
23-11-17 0:00,495812,10648648.96
26-11-17 0:00,496270,10244850.06
29-11-17 0:00,496769,11584046.14
02-12-17 0:00,497280,10780528.49
05-12-17 0:00,497815,11918845.17
08-12-17 0:00,498311,12337090.77
11-12-17 0:00,498820,13523349.5
14-12-17 0:00,499347,14630524.31
17-12-17 0:00,499872,14630524.31
20-12-17 0:00,500330,12663310.64
23-12-17 0:00,500756,12942648.37
26-12-17 0:00,501185,13221986.11
29-12-17 0:00,501655,15363575.41
01-01-18 0:00,502121,14975580.96
04-01-18 0:00,502617,16127548.73
07-01-18 0:00,503090,15551564.84
10-01-18 0:00,503586,15935554.1
13-01-18 0:00,504106,16501289.11
16-01-18 0:00,504570,17608758.18
19-01-18 0:00,505075,18273239.62
22-01-18 0:00,505607,18494733.44
25-01-18 0:00,506118,20445148.56
28-01-18 0:00,506588,20445148.56
31-01-18 0:00,507020,15139761.91
03-02-18 0:00,507506,20445148.56
06-02-18 0:00,508039,24293141.32
09-02-18 0:00,508446,19291612.22
12-02-18 0:00,508906,23721537.99
15-02-18 0:00,509380,18720008.9
18-02-18 0:00,509848,23149934.67
21-02-18 0:00,510320,25265138.83
24-02-18 0:00,510762,21677190.12
27-02-18 0:00,511234,23919658.06
02-03-18 0:00,511710,23321666.61
05-03-18 0:00,512187,24372959.73
08-03-18 0:00,512662,26499459.57
11-03-18 0:00,513101,25027267.37
14-03-18 0:00,513564,23555075.18
17-03-18 0:00,514013,24372959.73
20-03-18 0:00,514446,21859737.32
23-03-18 0:00,514874,22892480.81
26-03-18 0:00,515315,25818587.38
29-03-18 0:00,515754,26162835.21
01-04-18 0:00,516206,28274794.22
04-04-18 0:00,516672,25656757.72
07-04-18 0:00,517146,31416438.02
10-04-18 0:00,517618,28623865.75
13-04-18 0:00,518098,28798401.52
16-04-18 0:00,518539,26910340.43
19-04-18 0:00,519039,33971919.13
22-04-18 0:00,519495,30536556.52
25-04-18 0:00,519930,23474977.82
28-04-18 0:00,520341,25592018.83
01-05-18 0:00,520812,31590148.24
04-05-18 0:00,521241,27591395.3
07-05-18 0:00,521689,29990647.07
10-05-18 0:00,522142,30790397.65
13-05-18 0:00,522582,30487010.81
16-05-18 0:00,523039,36872803.62
19-05-18 0:00,523473,31722970.71
22-05-18 0:00,523925,31104990.76
25-05-18 0:00,524406,37681533.93
28-05-18 0:00,524888,33399541.44
31-05-18 0:00,525371,36396936.18
03-06-18 0:00,525852,34898238.81
06-06-18 0:00,526357,36103754.49
09-06-18 0:00,526788,35121339.4
12-06-18 0:00,527200,35612546.94
15-06-18 0:00,527649,37577377.12
18-06-18 0:00,528136,40279018.61
21-06-18 0:00,528616,42908653.83
24-06-18 0:00,529098,43161057.68
27-06-18 0:00,529522,30540865.37
30-06-18 0:00,529971,35588942.3
03-07-18 0:00,530375,30929068.69
06-07-18 0:00,530806,42660784.4
09-07-18 0:00,531256,36261666.74
12-07-18 0:00,531681,37594816.26
15-07-18 0:00,532090,35461777.04
18-07-18 0:00,532543,44793365.52
21-07-18 0:00,533005,35268339.52
24-07-18 0:00,533512,40931868.49
27-07-18 0:00,534021,42991333.57
30-07-18 0:00,534470,39630250.21
02-08-18 0:00,534920,45249464.79
05-08-18 0:00,535422,47319701.74
08-08-18 0:00,535861,46432457.33
11-08-18 0:00,536356,53994493.05
14-08-18 0:00,536797,43195594.44
17-08-18 0:00,537268,48277429.08
20-08-18 0:00,537723,47642199.75
23-08-18 0:00,538180,47324585.09
26-08-18 0:00,538634,57853309.21
29-08-18 0:00,539111,46483294.68
01-09-18 0:00,539571,50496240.99
04-09-18 0:00,539985,42135936.19
07-09-18 0:00,540419,53036795.53
10-09-18 0:00,540867,47105048.66
13-09-18 0:00,541324,51641090.38
16-09-18 0:00,541735,48500753.8
19-09-18 0:00,542168,54432500.67
22-09-18 0:00,542621,55111696.54
25-09-18 0:00,543088,60089527.19
28-09-18 0:00,543524,54756137.2
01-10-18 0:00,543997,56178374.53
04-10-18 0:00,544429,55588275.24
07-10-18 0:00,544826,52623567.23
10-10-18 0:00,545235,53364744.23
13-10-18 0:00,545667,52252978.72
16-10-18 0:00,546078,50029447.71
19-10-18 0:00,546496,50702736.58
22-10-18 0:00,546932,55344536.41
25-10-18 0:00,547336,48917428.96
28-10-18 0:00,547755,49988613.53
31-10-18 0:00,548218,58201028.61
03-11-18 0:00,548676,57499331.8
06-11-18 0:00,549071,45713754.47
09-11-18 0:00,549449,45356615.77
12-11-18 0:00,549866,49999418.96
15-11-18 0:00,550248,45356615.77
18-11-18 0:00,550642,40680711.65
21-11-18 0:00,551005,34727436.77
24-11-18 0:00,551395,47295461.51
27-11-18 0:00,551764,43326611.59
30-11-18 0:00,552088,33404486.8
03-12-18 0:00,552440,31998005.4
06-12-18 0:00,552843,37892374.82
09-12-18 0:00,553212,35927585.01
12-12-18 0:00,553581,33682110.95
15-12-18 0:00,554007,41821954.43
18-12-18 0:00,554410,32491732.53
21-12-18 0:00,554834,35537832.46
24-12-18 0:00,555337,38583932.39
27-12-18 0:00,555827,44168448.91
30-12-18 0:00,556308,44676132.24
02-01-19 0:00,556763,42174589.1
05-01-19 0:00,557230,45526212.08
08-01-19 0:00,557681,47202023.57
11-01-19 0:00,558149,41336683.36
14-01-19 0:00,558573,43581703.06
17-01-19 0:00,558965,37146820.73
20-01-19 0:00,559393,45921660.27
23-01-19 0:00,559819,42704219.1
26-01-19 0:00,560269,43874197.71
29-01-19 0:00,560697,42201068.25
01-02-19 0:00,561146,45669649.2
04-02-19 0:00,561575,42490116.66
07-02-19 0:00,562060,50294423.8
10-02-19 0:00,562513,42184762.96
13-02-19 0:00,562939,46101919.52
16-02-19 0:00,563357,45197960.32
19-02-19 0:00,563827,47005878.73
22-02-19 0:00,564238,48813797.14
25-02-19 0:00,564661,43162133.91
28-02-19 0:00,565113,45274965.64
03-03-19 0:00,565553,44067633.23
06-03-19 0:00,565967,38634637.35
09-03-19 0:00,566393,41652968.39
12-03-19 0:00,566814,43141131.59
15-03-19 0:00,567257,46157993.94
18-03-19 0:00,567727,48571483.82
21-03-19 0:00,568205,43141131.59
24-03-19 0:00,568661,47567250.84
27-03-19 0:00,569092,47250135.84
30-03-19 0:00,569524,44078985.78
02-04-19 0:00,569956,49787055.88
05-04-19 0:00,570396,50104170.89
08-04-19 0:00,570824,47034242.04
11-04-19 0:00,571261,49894432.44
14-04-19 0:00,571669,38771469.79
17-04-19 0:00,572097,43856252.72
20-04-19 0:00,572529,41631660.19
23-04-19 0:00,572941,36634060.02
26-04-19 0:00,573398,47687440.2
29-04-19 0:00,573861,51477170.55
02-05-19 0:00,574356,58109198.65
05-05-19 0:00,574769,42978500.7
08-05-19 0:00,575199,50641334.15
11-05-19 0:00,575604,43311667.37
14-05-19 0:00,576081,50641334.15
17-05-19 0:00,576527,50308167.48
20-05-19 0:00,577004,53659544.83
23-05-19 0:00,577482,52659677.53
26-05-19 0:00,577940,54992701.22
29-05-19 0:00,578445,57992303.11
01-06-19 0:00,578873,55994233.74
04-06-19 0:00,579277,57106701.96
07-06-19 0:00,579752,58589992.92
10-06-19 0:00,580180,58219170.18
13-06-19 0:00,580605,55994233.74
16-06-19 0:00,581050,47882020.48
19-06-19 0:00,581523,65193212.5
22-06-19 0:00,581941,51933576.06
25-06-19 0:00,582445,53775192.23
28-06-19 0:00,582915,64293187.57
01-07-19 0:00,583384,56404452.9
04-07-19 0:00,583881,65870934.51
07-07-19 0:00,584401,60348820.24
10-07-19 0:00,584862,58125055.93
13-07-19 0:00,585296,63532037.88
16-07-19 0:00,585749,72994256.29
19-07-19 0:00,586121,53168655.82
22-07-19 0:00,586605,71191928.97
25-07-19 0:00,587037,67211666.92
28-07-19 0:00,587530,78413611.41
31-07-19 0:00,588011,76621300.29
03-08-19 0:00,588495,77517455.85
06-08-19 0:00,588966,79916269.03
09-08-19 0:00,589408,72967028.25
12-08-19 0:00,589845,66017787.46
15-08-19 0:00,590311,77930771.67
18-08-19 0:00,590712,63784218.43
21-08-19 0:00,591164,68846457.98
24-08-19 0:00,591618,80995832.92
27-08-19 0:00,592045,68340234.03
30-08-19 0:00,592521,80995832.92
02-09-19 0:00,592979,79786349.93
05-09-19 0:00,593444,88354011.67
08-09-19 0:00,593929,94779757.97
11-09-19 0:00,594441,98528109.98
14-09-19 0:00,594904,91618125.63
17-09-19 0:00,595362,87480532.86
20-09-19 0:00,595835,89253786.9
23-09-19 0:00,596281,67383653.69
26-09-19 0:00,596765,108464284.8
29-09-19 0:00,597192,86263992.57
02-10-19 0:00,597613,93875521.33
05-10-19 0:00,598065,100218462
08-10-19 0:00,598531,102755638.2
11-10-19 0:00,598987,100875176.1
14-10-19 0:00,599397,87295825.46
17-10-19 0:00,599843,96995361.62
20-10-19 0:00,600291,94408818.64
23-10-19 0:00,600787,114342003.6
26-10-19 0:00,601198,95285003.01
29-10-19 0:00,601580,90520752.86
01-11-19 0:00,601976,88478931.37
04-11-19 0:00,602380,89840145.69
07-11-19 0:00,602791,85362510.36
10-11-19 0:00,603229,104964272
13-11-19 0:00,603650,85362510.36
